group_ID,group
971,"Covenant, Sword and the Arm of the Lord (CSA)"
972,Alfaro Vive
973,Anarchists
974,Angry Brigade
975,Movement for Rebuilding Fatah
976,Argentina Libre (Free Argentina)
977,Iraqi Moslems
978,Western Somalia Liberation Front
979,United Popular Action Movement
980,Morazanist Front for the Liberation of Honduras (FMLH)
981,Amazonas Liberation Front
982,Coordination of Anti-atomic Power Plant Saboteurs
983,Lebanese and Palestinian Resistance Fighters
984,North Korean involvement commandos
985,Syrian Battle Front
986,Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers)
987,The Order (Silent Brotherhood)
988,Bolivian Luminous Path
989,Black Liberation Force
990,The Aref Boluki Dynamite group
991,November 10 (Bolivia)
992,Yamaguchi-Gumi Gang
993,Catholic Reaction Force
994,Sandinist People's Army (EPS)
995,Anti-Terrorist Liberation Group (GAL)
996,Plowshares
997,National Front for the Liberation of Belgium
998,Revolutionary Armed Forces (FAR)
999,Guatemalan National Revolutionary Unity (URNG)
1000,Terror Against Terror
1001,Islamic Cause Organization
1002,Black Hand
1003,Counterrevolutionary Solidarity (SC)
1004,Muslim Militants
1005,Israeli Terrorist Group
1006,Ana Maria Martinly August 22 Brigade
1007,Al-Borkan Liberation Organization
1008,Martyrs of Baalbek
1009,Tripura National Volunteers (TNV)
1010,Patriotic Command San Jose
1011,Jammu and Kashmir Liberation Front
1012,Yellow Organization of Air Force Officers
1013,Defenders of the Fatherland
1014,Sudanese mostly Christian rebels
1015,Christian extremists
1016,National Resistance Movement (NRM)
1017,Jewish Direct Action
1018,Force 17
1019,National Anti Communist Commando
1020,Manuel Rodriguez Patriotic Front (FPMR)
1021,Idriss Miskine Group
1022,Congolese National Movement- Lumumba (MNCL)
1023,Revolutionary Organization of Socialist Muslims
1024,Tripura Nationalists
1025,Dishmish Regiment
1026,Internal Front
1027,MLA
1028,Katsuhisa Omori
1029,Individuals claimed to be policemen
1030,Nationalist Patriotic Alliance (APN)
1031,"Sympathizers of ""Iranian People's Zeda'i"""
1032,Anti-Armenian Organization
1033,International Communist Group
1034,National Front for the Salvation of Libya
1035,Anti-Semitic extremists
1036,Islamic Action Organization
1037,Ricardo Franco Front (Dissident FARC)
1038,Scheutzen group
1039,Palestinian-nationalist Lebanese joint movement
1040,Al-Sa'iqa
1041,Alpha-66 (Cuban counterrevolutionary)
1042,Arab Revenge Organization
1043,Tupac Amaru Revolutionary Movement (MRTA)
1044,Chilean Anti-Communist Alliance (ACHA)
1045,Fedayeen of the Imperial Iranian Monarchy
1046,Free Fatherland
1047,Salvadoran Guerrillas
1048,Alfa 83
1049,Al-Sadr Brigades
1050,Gutierrez Gomez Resistance Group
1051,Rajneeshees
1052,Sons of the South
1053,Sharp Sword Organization
1054,Costa Rican Peoples' Army (EPC)
1055,Communists Fighting Imperialism and Armaments
1056,Anarchio Scene
1057,Narco-Terrorists
1058,Kurdistan Workers' Party (PKK)
1059,M-5
1060,Red Patriots Group
1061,Basque Refugee Support Group
1062,Anti-Socials
1063,Anti-Chon radical elements
1064,Iranian Monarchists
1065,Koetoh Reh
1066,Militant Argentine Patriots
1067,Revolutionary Armed Forces for the Liberation of Colombia (FALCO)
1068,Militants
1069,Martyrs Halim Group
1070,Organization of Mauritanian Nationalists
1071,National Movement of Iranian Resistance
1072,Communist Combattant Cells (CCC) (Belgium)
1073,Separatist Clandestine Organization
1074,Gruppe Haw Weg Den Scheiss
1075,Yemenis
1076,September 17 Organization
1077,Independence Advocates
1078,Kanak Separatists
1079,Kanakas
1080,Kanak Socialist National Liberation Front
1081,Muslim Separatists
1082,November 21 Organization
1083,La Paz peasants federation
1084,Tamil Eelam Liberation Organization (TELO)
1085,Black September II
1086,National Socialist Council of Nagaland
1087,Yazbik Revolutionary Organization
1088,Animal Liberation Front (ALF)
1089,National Committee Against Independence (CNCI)
1090,Relatives of terrorist
1091,National Republican Alliance Party
1092,Palestinian/Lebanese nationalists
1093,National Front (Greece)
1094,Northern Terror Front
1095,Black Brigade
1096,Worker's Brigade
1097,FACDM
1098,Angels
1099,Carribbean Revolutionary Independence Army
1100,Emilio Recabarren Commando
1101,Miners
1102,New caledonian independence supporters
1103,Armenian Revolutionary Army
1104,Los Barriales
1105,Vengence Party
1106,Ahmad Alawi al Muqbili
1107,Valais Group Against Hydro-Rhone
1108,Pan-Turkish Organization
1109,Arab Unionist Nationalist Organization
1110,Quintin Lame
1111,Action Struggle Against the World
1112,Proletarian Revolutionary Action Front (FRAP)
1113,Black extremists
1114,Fighting Ecologist Movement
1115,Uganda People's Army
1116,People's Liberation Front of Niger
1117,Martyrs of Tell Al-Zaltar
1118,Islamic Mujahidin
1119,Homeland and Freedom Group
1120,Khalid ibn Walid
1121,Miskito Indian Organization
1122,United Liberation Torchbearers Forces
1123,Peace Conquerors
1124,Anti-Muslim extremists
1125,United Democratic Front (UDF)
1126,Angolan Defense Force
1127,Poor People's Party
1128,The Ordinary Men
1129,Right-Wing Gunmen
1130,Javier Heraud Revolutionary Commando
1131,People's Revolutionary Command (CRP)
1132,Revolutionary Autonomous Group
1133,National Revolution
1134,Broad Front
1135,Islamic Unification Movement
1136,Revolutionary Christians of the Cedars
1137,Egypt's Revolution
1138,Jarnail Khalsa
1139,Arab Socialist Baath Party
1140,7 April Libyan Organization
1141,Wild Geese of the Cities
1142,Saffron Tigers
1143,Revolutionary Militant Left organization
1144,Crazy Brabant Killers
1145,Proletarian Initiative and Offensive for W. Europe
1146,Red Revolutionary Front
1147,Christian Palestinian group
1148,Anti-Apartheid guerrillas
1149,Simon Bolivar Guerrilla Coordinating Board (CGSB)
1150,Revolutionary Eelam Organization (EROS)
1151,Kisar Liberation Movement
1152,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
1153,Moslem opponents of Gemayel
1154,Marxist Peoples Fedayeen of Iran
1155,America Battalion
1156,Red Brigades Fighting Communist Union (BR-UCC)
1157,Black Flag (Bandera Negra)
1158,Union of Galilee Christians
1159,"Up the IRS, Inc"
1160,Palestinian Forces
1161,New Ugandan Army
1162,The Order II (Bruder Schweigen Strike Force II)
1163,Eelam People's Revolutionary Liberation Front (EPRLF)
1164,Vietnamese Refugees
1165,People's Command
1166,National Revolutionary Command (Umar al-Mukhtar)
1167,Islamic Liberation Organization
1168,Arab Revolutionary Cells
1169,Anti-American Arab Liberation Front
1170,Tribal Separatists
1171,Kisan Indian Organization
1172,Patria y Libertad (Fatherland and Liberty)
1173,Armed Communist Front
1174,Arab Commando Cells
1175,Commando Internacionalista Simon Bolivar
1176,Arab Revolutionary Front
1177,Anti-Imperialist International Brigades
1178,Bangladesh Sarbahara Party
1179,A Resistance Group
1180,Montoneros Patria Libre
1181,Sudan People's Liberation Army (SPLA)
1182,Shanti Bahini - Peace Force
1183,Salah al-Din Squad
1184,Al-Marabitun Revolutionary Committee
1185,Commandos of France
1186,United Arab Revolution
1187,Feliciano Argueta Front
1188,Japan Socialist Youth League of the Revolutionary Workers' Association
1189,Black War
1190,Palestinian Revolution Forces
1191,Fatah Uprising
1192,Major Muhammad Zuhnyn Group
1193,United Nicaraguan Opposition
1194,Brunswijk Jungle Commando
1195,United Nasirite Organizaiton
1196,Revolutionary Liberation Cells
1197,Schiedam Youth Front
1198,The Illegal Fisherman of the Night
1199,Drug-Related Terrorists
1200,SYS
1201,S. O. S. France
1202,Into the Blue Commando of the Revolutionary Cells
1203,Commander Gonzalo Southern Group
1204,Armed Commandos for Liberation
1205,Sinhalese Extremists
1206,Moro Islamic Liberation Front (MILF)
1207,September 11 Commandos
1208,Supporters of Right and Freedom
1209,Down with Lubbers
1210,El Movimiento Revolucionario Independinista
1211,Aryan Nation
1212,Karamyit Singh
1213,Maoist Communist Center (MCC)
1214,Supreme Islamic Council
1215,Brazilian Democratic Mobilization Party (PMBD)
1216,Groups Seeking Independence
1217,Gang separatists terrorists
1218,Peruvian Rebels
1219,Liberation Commando Rudolf Hess
1220,Alexander Villalon (YADO)
1221,Angola Rebels
1222,Youths of Ali Movement
1223,Sea Shepherd Conservation Society
1224,The Call of Jesus Christ
1225,Suicide Squad
1226,Black Panther Group (Palestinian)
1227,Poverty Brigade
1228,Greek Bulgarian Armenian Front
1229,Khalistan Liberation Force
1230,Pro-Libyan
1231,Arab Struggle
1232,Lebanese Liberation Front
1233,Irish People's Liberation Organization (IPLO)
1234,Mustafa Aktas Fighting Unit
1235,Iranian dissident group
1236,Lebanese Terrorist Group
1237,Beirut Martyrs Forces Organization
1238,Condor Plan Criminals
1239,Khalistan Commando Force
1240,Animal Rights extremists
1241,Somali National Movement
1242,Islamic Holy Star
1243,Pro-Kabul Provocateurs
1244,Free Galician People's Guerrilla Army
1245,Filipino Communists
1246,Scooter Borne terrorists
1247,Islamist extremists
1248,Census Opponents
1249,Antonio
1250,Inkatha Freedom Party (IFP)
1251,Extremist Nat'list Group
1252,Active Espirit de Corps of the Argentina Army
1253,Liberation Hawks
1254,Nicaraguan Resistance
1255,Brother Julian
1256,Jihad Brigades
1257,Japanese Independence Patriotic Party
1258,Alejo Calatayu
1259,South African guerrillas
1260,Abu Musa Group
1261,Guerrilla Forces for Liberation
1262,Afghan Mujahideen
1263,Lebanese Secret Army
1264,Comuneros
1265,Red Army for the Liberation of Catalonia
1266,Gurkha National Liberation Front (GNLF)
1267,Militant Cells
1268,Kurdish Separatists
1269,Muslim Fundamentalists
1270,Guardians of the Islamic Revolution
1271,Maximiliano Gomez Revolutionary Brigade
1272,Jacques de Molay Group
1273,Freedom Party
1274,People's Liberation Front (JVP)
1275,Arab Democratic Party
1276,Turkish Marxist Workers Party
1277,Kurdistan National Union
1278,Latin American Anti-Fascist Command
1279,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC)
1280,Syrian Mujahideen
1281,Insurgency Commune
1282,Tanyus Shanin Armed Unit
1283,Autonomen
1284,Liberation Battalion
1285,Nuclear Liberation Front
1286,Ecuadorian Communist Youth
1287,Anti-Authority Group (Greece)
1288,Uganda Federal Army
1289,Pedro Albizu Campos Revolutionary Forces
1290,Death to Drug Traffickers
1291,Mormon Extremist
1292,The Extraditables
1293,Revolutionary Armed Organization
1294,9-Feb
1295,Kachin Independence Army (KIA)
1296,Kach
1297,Sudanese People's Liberation Forces
1298,Holy Spirit Movement
1299,Meibion Glyndwr
1300,OAS-MRP
1301,National Socialist Civic Workers Movement
1302,Sinhalese Insurgents
1303,Hotaru (Firefly)
1304,Organization of Arab Fedayeen Cells
1305,Kurdish Independence Group (name unk)
1306,Jorge Eliecer Gaitan Nationalist Movement
1307,Mozambique Liberation Front (FRELIMO)
1308,Iranian Militants
1309,22-May-48
1310,Internationalist Cells
1311,Anti-Communist Vigilante Patrol
1312,Sudtiroler Volkspartei-south tyrol people's party
1313,Soldiers of Truth
1314,Organization Alliance of Cuban Intransigence
1315,Burma Communist Party
1316,Black Hand (Colombia)
1317,Rodrigo Franco Command
1318,United Liberation Front of Assam (ULFA)
1319,Vigilante Group
1320,People's Liberation Organization of Tamil Eelam
1321,Black Friday
1322,Zapatista National Liberation Army
1323,Hizb-I-Islami
1324,Zarate Willka Armed Forces of Liberation
1325,Sekihotai
1326,Keshet
1327,Ein Tyrol (One Tyrol)
1328,Animal Defense League
1329,Congolese Liberation Party (PLC)
1330,Beirut Martyrs Battalion
1331,Jewish Defense Organization
1332,Lebanese Man
1333,Al-Faruo Battalion
1334,White Wolves
1335,Patriotic Morazanista Front (FPM)
1336,Manuel Jose Arce Commando
1337,Anti-Capitalist Commando
1338,Babbar Khalsa International (BKI)
1339,Anya-Nya II Militia
1340,Afrikaner Resistance Movement (AWB)
1341,Bhinderanwale Tiger Force of Khalistan (BTHK)
1342,Socialist-Nationalist Front (SNF)
1343,Mon Guerrillas
1344,Shaykh Subhi Al-Salih Forces
1345,Social Resistance
1346,Workers' Revolutionary Party
1347,Liberation Front of the Senegalese People
1348,Anti-Capitalist Brigades
1349,National Movement Against the Mahgreb Invasion
1350,Black Liberation Front
1351,Movement of Democratic Forces of Casamance
1352,Revolutionary Front for an Independent East Timor (FRETILIN)
1353,Tripoli Martyrs Battalion
1354,Ugandan Rebels
1355,Socialist Revolutionary Brigade
1356,Death to Bazuqueros
1357,16 January Organization for the Liberation of Tripoli
1358,1-May
1359,Popular Resistance Front (FPR)
1360,Earth First!
1361,Anti-Communist Action Alliance
1362,People's War Group (PWG)
1363,Anti-Imperialist Patriotic Union
1364,National Liberation Army (Peru)
1365,Bodo Militants
1366,Revolutionary United Front Movement
1367,United Revolutionary Front
1368,Mandela Soccer Club
1369,Forces of the Free Arab
1370,Shan State Army - North (SSA-N)
1371,Muhammed Shuqayr Group
1372,Workers' Forces of Liberation
1373,Eritrean Peoples Liberation Front
1374,Kachin Insurgents
1375,Martyr Ahmad Alishuay B Group
1376,Revolutionary Movement
1377,Sicarii
1378,Kampuchean Peoples National Liberation Army
1379,Organization of Metropolitan Proletariat and Oppressed Peoples
1380,Popular Liberation Resistance Force
1381,Armed Struggle Cells
1382,Mwakenya Dissident Movement
1383,Ugandan People's Democratic Army
1384,Arabian Peninsula Freemen
1385,National Revolutionary Front
1386,Father of the Poor
1387,Shaykh Hassan Khalid Forces
1388,National League for Democracy
1389,Generation of Arab Fury
1390,Revolutionary Movement of People in Arms
1391,9 May People's Liberation Force
1392,Catalan Militia
1393,Rebel Socialists
1394,Organization of Mujahadin of Islam
1395,National Liberation Army (Ecuador)
1396,Americans for a Competent Federal Judicial System
1397,Armed People's Units
1398,Unidad Militar Bolivariana
1399,Anti-Communist Vigilante Group
1400,Surinamese Amerindians
1401,All for the Fatherland Movement
1402,Black Forest Command
1403,Fighting Proletarian Front
1404,Gracchus Babeuf
1405,Cali Narcotics Cartel
1406,Hamas (Islamic Resistance Movement)
1407,Cells for Solidarity Against Authority
1408,Arnoldo Camu Command
1409,Kurdish Democratic Party-Iran (KDP)
1410,Movement for the Supremacy of Reason
1411,Popular Movement for the Liberation of Angola
1412,National Liberation Union
1413,Kashmiri extremists
1414,The Unit of the Chemical Weapons Martyrs
1415,Martyr Riyad Taha Group
1416,Tucayana Amerindians
1417,Tacayana Indians
1418,Flying Eagles (Vigilante Group)
1419,France's Honour
1420,Pro-Pakistani extremists
1421,Communist Party of India
1422,Citizens Volunteer Force
1423,Bougainville Revolutionary Army (BRA)
1424,Allah's Tigers
1425,White Mercenaries
1426,Anarchist Solidarity
1427,Popular Militia (Colombia)
1428,June 16 Organization
1429,Anti-feminist extremists
1430,Struggle Against Misery and Exploitation of Peasants
1431,Reform of the Armed Forces Movement
1432,Survivors of Hama
1433,Continuing Struggle
1434,Democratic Revolutionary Party
1435,Omar Torrijos Commando for Latin American Dignity
1436,Nara Red Army
1437,Manuel Gonzales Patriotic Front
1438,Hizbul Mujahideen (HM)
1439,Seikijuku
1440,Islamic Movement Organization
1441,Organization for the oppresed in Egypt's Prisons
1442,Seiji Kesha Kokuyukai
1443,Resistance Movement of the Union of Revolt Workers
1444,Dev Genc
1445,Albanian Separatists
1446,Turkish Communist Party/Marxist (TKP-ML)
1447,Mikhail Kaltezas Anarchist Organization
1448,Rwenzururu Rebels
1449,Turkish Islamic Commandos
1450,Patriotic Liberation Front
1451,Pakistani People's Party (PPP)
1452,Patriotic Resistance Army (ERP)
1453,God our Father Cult
1454,Armenian nationalists
1455,Armenian extremists
1456,National Patriotic Front of Liberia (NPFL)
1457,Revolutionary Anti-Racist Action
1458,Revolutionary Action Organization of the Arab Resistance Front
1459,Revolutionary Worker Clandestine Union of the People Party (PROCUP)
1460,Mujahideen Kashmir
1461,Palestinian Islamic Jihad (PIJ)
1462,Aum Shinri Kyo
1463,Earth Night Action Group
1464,Environmentalists
1465,Islamic Front for the Liberation of Palestine (IFLP)
1466,Liberian Rebel Group
1467,Islamic Struggle Front
1468,Anti-Environmentalists
1469,Do-or-Die Corps for the Abolition of Anti-Public Taxation Systems
1470,14th of December Command
1471,20 December Movement (M-20)
1472,Islamic Jihad Beit-al Maqdis Group
1473,Nazi Boerestat Party
1474,Casamance Separatists
1475,Chondaehyop (Radical Student Coalition)
1476,Milicias Rodriguistas
1477,Armenian militants
1478,Muttahida Qami Movement (MQM)
1479,Revolutionary Labor Organization
1480,December 13 Independent Group
1481,Azania People's Organization (AZAPO)
1482,Muslim Janbaz Force
1483,Cleansing Hand (La Mano Que Limpia)
1484,Dawn Forces
1485,Ultra Conservative Clerical Group
1486,Islamic Legion
1487,Popular Rage
1488,White Liberation Army
1489,Civil Cooperation Bureau
1490,Resistance Movement
1491,United Somali Congress
1492,Pakistani trained terrorists
1493,Anti-Monarchists
1494,Mozambique Rightest Rebels
1495,Black Tigers
1496,Armenian paramilitary group
1497,Orde Boerevoik
1498,Colombian Revolution
1499,Zulu Militants
1500,Revolutionary Flames
1501,Nestor Paz Zamora Commission (CNPZ)
1502,Cyprus Turkish People's Movement
1503,Eva Peron Organization
1504,Ba'adi (on my own behalf)
1505,Hubay Qah Group
1506,Communist Warrior's Union
1507,Justice and Liberty Warriors
1508,First May Movement
1509,Free Papua Movement (OPM-Organisasi Papua Merdeka)
1510,Sinhalese Militants
1511,Resistenza
1512,Bangladesh Nationalist Party (BNP)
1513,Sipah-e-Sahaba/Pakistan (SSP)
1514,Organization for Zionist Retribution
1515,Corsican National Liberation Front- Historic Channel
1516,Committee for Direct Action Against War
1517,Palestinian support group
1518,Popular Liberation Army (Puerto Rico)
1519,Inkotanyi
1520,Jamaat-E-Islami (Bangladesh)
1521,Panthic Committee
1522,Avenge the Arab Nation
1523,Islamic Revolutionary Command
1524,Christian Liberation Army
1525,Tuareg extremists
1526,Tontons Macoutes
1527,Islamic Brotherhood
1528,Former Border Policeman
1529,Venceremos
1530,Elements Police Cobra Squadron
1531,Palestinian Extremists
1532,Dacoits
1533,Mong Thai Army (MTA)
1534,Turkish Communist Workers Party
1535,Katsina Muslim Society
1536,Thomas Muenzer Wild Band
1537,Communist Guerilla Nuclei
1538,Right-Wing Rebel Military Group
1539,Landless Peasants' Movement (MST)
1540,Recontras
1541,Hindu extremists
1542,Armed Falange
1543,Somali Patriotic Movement
1544,Al-Gama'at al-Islamiyya (IG)
1545,Tuareg Guerrillas
1546,Serbs
1547,Serbian rebels
1548,People's Information Group
1549,Miguel d'Escoto Brockman Community Movement
1550,Al-Umar Mujahideen
1551,Jorge Martinez Association of Combatants
1552,Cubans seeking escape from Cuba
1553,Allende Lives Commando
1554,Achwan-I-Mushbani
1555,Venezuela Cartel
1556,Ikhwan-ul-Muslimeen
1557,Kurdish Dissidents
1558,Kurdish Peshmerga Guerrillas
1559,Autonomous Manuel Rodriguez Patriotic Front
1560,Tupac Katari Guerrilla Army (EGTK)
1561,Popular Revolutionary Commandos
1562,Bangladesh Communist Party
1563,Nahzat e Eslami
1564,Ittehad-i-Islami
1565,Guerilla Party of the Galician Poor
1566,Phillipine Moslems
1567,Serbian extremists
1568,Islamic Salvation Front (FIS)
1569,Kurdish Sympathizers
1570,People's Rebellion
1571,Foibe tribe
1572,Banya Tribe
1573,May-36
1574,Chonson Univ. students
1575,"Taikosha, right wing group"
1576,Bedouin tribesmen
1577,Kurdish Protestors
1578,Israel Militant
1579,Medellin Drug Cartel
1580,Black Berets
1581,Group for a Strong Revolutionary Movement
1582,All Nepal Free Nationalist Students Union
1583,Serbian guerrillas
1584,Afghan Guerrillas
1585,Organization for the Defense of Detainees Rights
1586,Kurdish Militants
1587,South Ossetian Extremists
1589,Azerbaijan Guerrillas
1590,Skinhead group
1591,All India Anna Dravida Munetra Kazgan Party
1592,Shonkonjuku Group
1593,Mohajir National Movement
1594,Temple Mount Faithful Movement
1595,Communist Party of India- Marxist
1596,Georgian Militants
1597,Kashmiri Hezbollah
1598,Karenni National Progressive Party
1599,Mahaz-e-Milli Islami Afghanistan
1600,Rebel Military Unit
1601,Liberation Youth Coordinating Board
1602,Guerrilla Movement of the Poor (MGP)
1603,People's Guerrilla Movement
1604,Armed Gold Miners
1605,Issa and Gurgura Liberation Front
1606,Pathan Tribal Group
1607,Action Group for the Destruction of the Police State
1608,Iranian exiles
1609,Pirates
1610,Anti-Government Demonstrators
1611,Turkish Islamic Jihad
1612,All Burma Students' Democratic Front (ABSDF)
1613,Palestinian Liberation Command
1614,Issui Kai
1615,Kyongbuk University Dental College Students
1616,Al-Adl Wal Ihsane
1617,Lashkari-e-Adam (Army of Adam)
1618,Free Fatherland Youth Guerrilla Army
1619,Arakan Rohingy Islamic Front
1620,Opposition Group
1621,Amhara tribal group
1622,Student Demonstrators
1623,Command for National Sovereignty
1624,Movement for Triqui Unification and Struggle
1625,Croatian Militia
1626,Mafia
1627,South Lebanon Army
1628,Former members Central Investigation Office
1629,Tutsi extremists
1630,Tayeb Al-Afghani's Islamist Group
1631,Anti-United States extremists
1632,Russian Militia
1633,Recompras
1634,Front for the Restoration of Unity and Democracy
1635,Movement for the Protection of Jerusalem
1636,Nandi Tribe
1637,Nordisk Rikspartiet (Nordic National Party)
1638,Turkish separatists (probably Kurds)
1639,Front of Resistance and National Liberation of Albanians
1640,People's Liberation Force
1641,Islamic Revenge Organization
1642,Supporters Opposition Leader Etienne Tshisekedi
1643,Najib Watan Party Faction
1644,Actiefront Nationalistisch Nederland
1645,Striking Minors Group
1646,Hezbollah Palestine
1647,Workers/Employees
1648,Militant Moslem Pilgrims
1649,Jamiat-e Islami-yi Afghanistan
1650,Left wing student group
1651,Islamic Golden Army
1652,Muslim Youth
1653,Libardo Moratoro Front
1654,Revolutionary Security Apparatus
1655,Hasmoneans (Jewish Settler Group)
1656,Federation of Students and Scholars of Cote d'Ivoire (FESCI)
1657,Zaghawa ethnic group
1658,Free All Political Prisoners in Holland
1659,Laiq Chanio Group of Dacoit Bandits
1660,God's Oppressed Army
1661,Popular Democratic Movement (MPD)
1662,Forum for the Restoration of Democracy-Kenya
1663,Bangladesh National Socialist Party
1664,Great Japan Patriotic Party
1665,Yatama
1666,Ivorian Popular Front
1667,Effiat ethnic roup or Jbibio Peoples
1668,Air and Azawak Liberation Front
1669,Supporters of Ex-President Gamsakhurdial
1670,Rwanda Patriotic Front (RPF)
1671,Comando Vermelho (Red Command)
1672,Kahane Chai
1673,People's Guerrilla Front
1674,Action Front Nationalist Librium
1675,Hutu extremists
1676,Political Group
1677,Azerbaijan Weapons Smugglers
1678,Yich Telga
1679,Dnestr Republic Separatists
1681,Supporters of leftist Gana-Oikya Front
1682,Turkish radicals
1683,Cambodian guerrillas
1684,National Front Security Service
1685,Yokoku Seiwa-Kai
1686,People's Revolutionary Organization
1687,Shahin (Falcon)
1688,Former Govt. Troops
1689,People's Fatherland Movement
1690,Jharkhand Tribal Forces
1691,United Liberation Movement for Democracy in Liberia (ULIMO)
1692,Militant Movement for Madagascan Socialism (MMSM)
1693,BZers
1694,Basic People's Congresses
1695,Baya Tribe
1696,Anti-Iran Government Exiles
1697,Anti-govt student groups
1698,Party for the Liberation of the Hutu People (PALIPEHUTU)
1699,Sabaot tribesmen
1700,Moslem Paramilitary Group
1701,Association for the Enhancement of the Justice of the Great Japan
1702,Russian separatists
1703,Ethnic Russian Separatists
1704,Oromo Liberation Front
1705,Sabaot Tribe
1706,Dnester region guerrilas
1707,Harakat-i-Inqilahi-i-Islami
1708,Central University students
1709,"Militant Islamic Group, name not stated"
1710,Artigas Guard Commando
1711,Red Dawn Front (Frente Amanecer Rojo)
1712,Juan Antonio Lavalleja Command
1713,Kolla Benjo Cruz Command
1714,Unemployed Persons
1715,Hamawand Tribe
1716,Anti-government rioters
1717,National Republican Movement for Democracy and Development (MRND)
1718,Jamaat-E-Islami (India/Pakistan)
1719,Sindhi nationalists
1720,Youth for Revolution
1721,Bodyguards of Muslim Warlord Governor Tupay Loong
1722,Burmese refugees
1723,Latvian Republic Volunteer Troops
1724,Lithuanian Land Guard
1725,Manuel Ascencio Padilla Group
1726,United People's Front
1727,National Democratic Front of Liberia
1728,Katap Ethic Group
1729,Hauso Ethnic Group
1730,Serbian irregulars
1731,Hill Students Council
1732,Smugglers and Elephant Poachers
1733,Chilean Committee of Support for the Peruvian Revolution
1734,Igbo tribal group
1735,Islamic Party of Kenya (IPK)
1736,Heroes of Canto Grande
1737,Settlers at Kfar Darom
1738,Albanian exiles
1739,"Supporters, House Speaker Ramon Mitra"
1740,Basque extremists
1741,Hezb-e Wahdat-e Islami-yi Afghanistan
1742,Algerian Mujahideen for Muslims
1743,Likud Political Party
1744,Agudat Israel Party
1745,Muslim Demonstrators
1746,Aidid Militia
1747,French National
1748,Communist Trade Union Workers
1749,Islam Liberation Front
1750,Rebels backing deposed Pres. Zviad Gamsakhurdia
1751,Local Residents
1752,Bangladesh Road Transport Workers Federation
1753,Comando Independiente Revolucionario
1754,Tribal Group
1755,Black Malian Group
1756,Opposition movement of Colon Province Unemployed
1757,Bandits
1758,Soskan tribe
1759,Kaitseliit Paramiltary Group
1760,Committee for the Elimination of Killer Collaborators
1761,Servants of Islam Organization
1762,Dnestr Rebels
1763,Jarrai
1764,Sovereign Panama Patriotic Front
1765,Turkish Hezbollah
1766,Georgian extremists
1767,Georgian guerrillas
1768,Hungarian Skin Head Group
1769,Togolese Peoples Rally
1770,Committee for a National Drive for Peace and Democracy
1771,Khmer Bandits
1772,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC)
1773,Japan National Youth Alliance
1774,Union of Young Kurdish Revolutionaries
1775,Faqra Tribal Group
1776,Kurdish demonstrators
1777,Somali Gang
1778,Chinese Pirates
1779,Rohingya Solidarity Organization
1780,Protesters
1781,Dissident Military Mmbrs of Northern Tribal Group
1782,War Veterans
1783,Forbid the Evil Group (Muslim Extremists)
1784,Khasi Students Union
1785,Panama Defense Force
1786,Abkhazian Separatists
1787,Boz-Ok (Grey Arrow)
1788,Somali National Alliance
1789,Revolutionary Bolivariano Movement 200
1790,Congress of Kabardian People
1791,Polish Skinheads
1792,Fuerzas Populares Jose Leonardo Chirinos
1793,Anti Kurdish Workers Party Iraq nationals
1794,All Tripura Tiger Force (ATTF)
1795,Grupo Libertad
1796,Supreme Council for Islamic Revolution in Iraq (SCIRI)
1797,Red Commandos
1798,National Liberation Front of Tripura (NLFT)
1799,October 11 Group
1800,Armed Islamic Movement
1801,Punitive Leftist Front
1802,National Democratic Front of Bodoland (NDFB)
1803,Chechen Rebels
1804,Demonstration led by French Anti-Nazi Hunters
1805,Nucleus of Fighting Communists
1806,Dioulas tribal group
1807,Jose Benito Escobar Workers Federation
1808,Moro National Liberation Front Splinter group
1809,Ingush Rebels
1810,Guajajara Tribe
1811,Bharatiya Janata Party
1812,Asylum Seekers
1813,Farighan
1814,Ohabi Islamic Sect
1815,Young Pioneers
1816,Militants of the National Action Party
1817,Bolivarian Army of Liberation
1818,Kenya African National Union (KANU)
1819,Iraqi Revolutionary Forces
1820,Gunmen loyal to Mohammad Farah Aideed
1821,Boer Republikeinse Leer
1822,New Patriotic Party (NPP)
1823,Greek Anarchists' Union
1824,February 27 Revolutionary Armed Forces
1825,Socialist Recovery Movement
1826,Mexican Revolutionary Movement
1827,Farmers
1828,Fourth Reich Skinheads
1829,Armed Forces for Liberation of East Timor (FALINTIL)
1830,Boricua Revolutionary Front
1831,Toposa and Dongiro Tribes
1832,People's Democratic Army
1833,Indipendenza
1834,Democratic Progressive Party
1835,Al-Ittihaad al-Islami (AIAI)
1836,Xhosa Tribal Workers
1837,Abkhazian guerrillas
1838,Al-Qaida
1839,Anti-Kurdish Turks
1840,Kotoko Tribal Group
1841,Togolese Dissidents
1842,Maccabee Squad and the Shield of David
1843,Kaka-Tribesmen
1844,Nuclei Communist Combattants
1845,Great Eastern Islamic Raiders Front (IBDA-C)
1846,Bani Nawaf tribe
1847,Aryan Republican Army
1848,Farm Animal Revenge Militia (FARM)
1849,Revolutionary United Front (RUF)
